9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,5c7d6ac4-db8c-4e8c-93b3-5954e6f7932f,EU 42.5
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,5c7d6ac4-db8c-4e8c-93b3-5954e6f7932f,EU 43
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,d74c6a5e-068b-4453-af45-013e17c9fecf,EU 35.5
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,d74c6a5e-068b-4453-af45-013e17c9fecf,EU 36
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,d74c6a5e-068b-4453-af45-013e17c9fecf,EU 36.5
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,d74c6a5e-068b-4453-af45-013e17c9fecf,EU 37.5
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,d74c6a5e-068b-4453-af45-013e17c9fecf,EU 38
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,d74c6a5e-068b-4453-af45-013e17c9fecf,EU 38.5
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,d74c6a5e-068b-4453-af45-013e17c9fecf,EU 39
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,d74c6a5e-068b-4453-af45-013e17c9fecf,EU 40
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,d74c6a5e-068b-4453-af45-013e17c9fecf,EU 40.5
cd15bfae-67bb-452d-b847-7a785acc8081,d8ba4975-e49e-4aed-a4a6-80c5d1ad5379,EU 35.5
cd15bfae-67bb-452d-b847-7a785acc8081,d8ba4975-e49e-4aed-a4a6-80c5d1ad5379,EU 36
cd15bfae-67bb-452d-b847-7a785acc8081,d8ba4975-e49e-4aed-a4a6-80c5d1ad5379,EU 36.5
cd15bfae-67bb-452d-b847-7a785acc8081,d8ba4975-e49e-4aed-a4a6-80c5d1ad5379,EU 37.5
cd15bfae-67bb-452d-b847-7a785acc8081,d8ba4975-e49e-4aed-a4a6-80c5d1ad5379,EU 38
cd15bfae-67bb-452d-b847-7a785acc8081,d8ba4975-e49e-4aed-a4a6-80c5d1ad5379,EU 38.5
cd15bfae-67bb-452d-b847-7a785acc8081,d8ba4975-e49e-4aed-a4a6-80c5d1ad5379,EU 39
cd15bfae-67bb-452d-b847-7a785acc8081,d8ba4975-e49e-4aed-a4a6-80c5d1ad5379,EU 40
cd15bfae-67bb-452d-b847-7a785acc8081,d8ba4975-e49e-4aed-a4a6-80c5d1ad5379,EU 40.5
cd15bfae-67bb-452d-b847-7a785acc8081,d8ba4975-e49e-4aed-a4a6-80c5d1ad5379,EU 41
cd15bfae-67bb-452d-b847-7a785acc8081,d8ba4975-e49e-4aed-a4a6-80c5d1ad5379,EU 42
cd15bfae-67bb-452d-b847-7a785acc8081,d8ba4975-e49e-4aed-a4a6-80c5d1ad5379,EU 42.5
cd15bfae-67bb-452d-b847-7a785acc8081,d8ba4975-e49e-4aed-a4a6-80c5d1ad5379,EU 43
cd15bfae-67bb-452d-b847-7a785acc8081,d8ba4975-e49e-4aed-a4a6-80c5d1ad5379,EU 44
cd15bfae-67bb-452d-b847-7a785acc8081,d8ba4975-e49e-4aed-a4a6-80c5d1ad5379,EU 44.5
cd15bfae-67bb-452d-b847-7a785acc8081,8675e241-db65-4223-bdb5-41e6d0d71d8e,EU 35.5
cd15bfae-67bb-452d-b847-7a785acc8081,8675e241-db65-4223-bdb5-41e6d0d71d8e,EU 36
cd15bfae-67bb-452d-b847-7a785acc8081,8675e241-db65-4223-bdb5-41e6d0d71d8e,EU 36.5
cd15bfae-67bb-452d-b847-7a785acc8081,8675e241-db65-4223-bdb5-41e6d0d71d8e,EU 37.5
cd15bfae-67bb-452d-b847-7a785acc8081,8675e241-db65-4223-bdb5-41e6d0d71d8e,EU 38
cd15bfae-67bb-452d-b847-7a785acc8081,8675e241-db65-4223-bdb5-41e6d0d71d8e,EU 38.5
cd15bfae-67bb-452d-b847-7a785acc8081,8675e241-db65-4223-bdb5-41e6d0d71d8e,EU 39
cd15bfae-67bb-452d-b847-7a785acc8081,8675e241-db65-4223-bdb5-41e6d0d71d8e,EU 40
cd15bfae-67bb-452d-b847-7a785acc8081,8675e241-db65-4223-bdb5-41e6d0d71d8e,EU 40.5
